Date,Open,High,Low,Close,Adj Close,Volume,company_name
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,126.72599029541016,81918000,APPLE
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,125.55268859863281,74244600,APPLE
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,124.1407470703125,63342900,APPLE
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,123.9816665649414,92612000,APPLE
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,126.58677673339844,76857100,APPLE
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,124.71746826171875,79295400,APPLE
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,126.37796783447266,63092900,APPLE
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,126.17910766601562,72009500,APPLE
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,126.12939453125,56575900,APPLE
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,124.56831359863281,94625600,APPLE
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,123.90211486816406,71311100,APPLE
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,123.5739974975586,67637100,APPLE
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,124.34955596923828,59278900,APPLE
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,122.83820343017578,76229200,APPLE
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,125.17485046386719,75169300,APPLE
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,125.1847915649414,71057600,APPLE
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,126.02001190185547,74403800,APPLE
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,126.40779876708984,56877900,APPLE
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,125.39359283447266,71186400,APPLE
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,126.62654876708984,53522400,APPLE
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,129.73876953125,96906500,APPLE
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,128.90353393554688,62746300,APPLE
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,129.41064453125,91815000,APPLE
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,131.04132080078125,96721700,APPLE
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,129.71888732910156,108953300,APPLE
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,131.54843139648438,79663300,APPLE
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,133.2188720703125,74783600,APPLE
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,132.94049072265625,60214200,APPLE
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,132.65213012695312,68711000,APPLE
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,132.3538360595703,70783700,APPLE
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,134.0143585205078,62111300,APPLE
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,135.5555419921875,64556100,APPLE
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,136.1819610595703,63261400,APPLE
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,136.49020385742188,52485800,APPLE
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,139.1649169921875,78852600,APPLE
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,141.2132110595703,108181800,APPLE
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,143.7487335205078,104911600,APPLE
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,142.42628479003906,105575500,APPLE
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,144.28567504882812,99890800,APPLE
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,143.6791229248047,76299700,APPLE
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,144.81265258789062,100827100,APPLE
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,148.30270385742188,127050800,APPLE
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,147.6365203857422,106820300,APPLE
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,145.5583953857422,93251400,APPLE
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,141.64076232910156,121434600,APPLE
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,145.3197479248047,96350000,APPLE
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,144.57400512695312,74993500,APPLE
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,145.966064453125,77338200,APPLE
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,147.71604919433594,71447400,APPLE
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,148.1436309814453,72434100,APPLE
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,145.93624877929688,104818600,APPLE
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,144.15638732910156,118931200,APPLE
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,144.81265258789062,56699500,APPLE
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,145.03140258789062,70440600,APPLE
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,144.69334411621094,62880000,APPLE
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,146.52288818359375,64786600,APPLE
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,146.11521911621094,56368300,APPLE
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,146.22457885742188,46397700,APPLE
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,145.52752685546875,54126800,APPLE
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,145.47772216796875,48908700,APPLE
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,144.9897918701172,69023100,APPLE
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,145.2487030029297,48493500,APPLE
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,148.26600646972656,72282600,APPLE
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,148.47512817382812,59375000,APPLE
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,150.4866485595703,103296000,APPLE
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,149.56056213378906,92229700,APPLE
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,145.74661254882812,86326000,APPLE
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,146.08517456054688,86960300,APPLE
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,147.5689239501953,60549600,APPLE
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,149.08258056640625,60131800,APPLE
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,148.99293518066406,48606400,APPLE
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,147.73822021484375,58991300,APPLE
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,146.92164611816406,48597200,APPLE
2021-08-27,147.47999572753906,148.75,146.8300018310547,148.60000610351562,147.9772186279297,55802400,APPLE
2021-08-30,149.0,153.49000549316406,148.61000061035156,153.1199951171875,152.47825622558594,90956700,APPLE
2021-08-31,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,151.1936798095703,86453100,APPLE
2021-09-01,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,151.87081909179688,80313700,APPLE
2021-09-02,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,153.00604248046875,71115500,APPLE
2021-09-03,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,153.6533203125,57808700,APPLE
2021-09-07,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,156.0333251953125,82278300,APPLE
2021-09-08,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,154.4599151611328,74420200,APPLE
2021-09-09,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,153.42428588867188,57305700,APPLE
2021-09-10,155.0,155.47999572753906,148.6999969482422,148.97000122070312,148.3456573486328,140893200,APPLE
2021-09-13,150.6300048828125,151.4199981689453,148.75,149.5500030517578,148.92323303222656,102404300,APPLE
2021-09-14,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,147.4992218017578,109296300,APPLE
2021-09-15,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,148.4053955078125,83281300,APPLE
2021-09-16,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,148.16639709472656,68034100,APPLE
2021-09-17,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,145.44784545898438,129868800,APPLE
2021-09-20,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,142.34092712402344,123478900,APPLE
2021-09-21,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,142.82887268066406,75834000,APPLE
2021-09-22,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,145.23873901367188,76404300,APPLE
2021-09-23,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,146.21463012695312,64838200,APPLE
2021-09-24,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,146.3042449951172,53477900,APPLE
2021-09-27,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,144.76075744628906,74150700,APPLE
2021-09-28,143.25,144.75,141.69000244140625,141.91000366210938,141.3152618408203,108972300,APPLE
2021-09-29,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,142.2313995361328,74602000,APPLE
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,140.90696716308594,89056700,APPLE
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,142.05213928222656,94639600,APPLE
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,138.55685424804688,98322000,APPLE
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,140.51861572265625,80861100,APPLE
2021-10-06,139.47000122070312,142.14999389648438,138.3699951171875,142.0,141.40487670898438,83221100,APPLE
2021-10-07,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,142.689453125,61732700,APPLE
2021-10-08,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,142.30108642578125,58773200,APPLE
2021-10-11,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,142.21148681640625,64452200,APPLE
2021-10-12,143.22999572753906,143.25,141.0399932861328,141.50999450683594,140.9169158935547,73035900,APPLE
2021-10-13,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,140.31944274902344,78762700,APPLE
2021-10-14,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,143.15748596191406,69907100,APPLE
2021-10-15,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,144.2329864501953,67940300,APPLE
2021-10-18,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,145.93580627441406,85589200,APPLE
2021-10-19,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,148.13653564453125,76378900,APPLE
2021-10-20,148.6999969482422,149.75,148.1199951171875,149.25999450683594,148.6344451904297,58418800,APPLE
2021-10-21,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,148.85353088378906,61421000,APPLE
2021-10-22,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,148.0668487548828,58883400,APPLE
2021-10-25,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,148.01705932617188,50720600,APPLE
2021-10-26,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,148.69419860839844,60893400,APPLE
2021-10-27,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,148.22618103027344,56094900,APPLE
2021-10-28,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,151.93057250976562,100077900,APPLE
2021-10-29,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,149.17218017578125,124953200,APPLE
2021-11-01,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,148.33570861816406,74588300,APPLE
